Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,SalePrice
1510,80.0,9600,Reg,NAmes,1Story,5,5,1966,1966,VinylSd,VinylSd,2,CBlock,2.0,No,Rec,698.0,534.0,1232.0,3,1232,1232,1.0,1,1,3,2.0,6,0,,Attchd,1966.0,2.0,2.0,490.0,224,
1511,90.0,9900,Reg,NAmes,1Story,5,5,1966,1966,HdBoard,HdBoard,2,PConc,3.0,No,BLQ,1059.0,150.0,1209.0,4,1209,1209,1.0,1,0,3,2.0,6,0,,Attchd,1966.0,2.0,2.0,504.0,0,
1512,88.0,9680,Reg,NAmes,1Story,5,6,1967,1967,Wd Sdng,Plywood,2,CBlock,2.0,No,BLQ,1010.0,500.0,1510.0,5,1510,1510,1.0,2,0,3,3.0,6,0,,Attchd,1967.0,2.0,2.0,517.0,40,
1513,,10600,IR1,NAmes,SLvl,6,5,1964,1964,HdBoard,HdBoard,2,CBlock,2.0,No,Unf,0.0,533.0,533.0,3,1131,1775,0.0,2,0,3,2.0,8,0,,Attchd,1964.0,1.0,2.0,480.0,172,
1514,98.0,13260,IR1,NAmes,1Story,5,6,1962,2001,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,1500.0,228.0,1728.0,3,1728,1728,2.0,2,0,6,2.0,10,0,,,,,0.0,0.0,0,
1515,68.0,9724,Reg,NAmes,1.5Fin,5,7,1952,2002,MetalSd,MetalSd,3,CBlock,2.0,No,LwQ,670.0,470.0,1140.0,4,1929,2461,0.0,2,0,3,2.0,7,2,4.0,Detchd,1994.0,1.0,2.0,400.0,0,
1516,120.0,17360,Reg,NAmes,1.5Fin,6,6,1949,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,300.0,482.0,782.0,3,1019,1556,0.0,2,0,3,2.0,6,1,4.0,Attchd,1949.0,1.0,2.0,470.0,0,
1517,75.0,11380,IR1,NAmes,SFoyer,6,8,1966,2008,HdBoard,HdBoard,2,CBlock,2.0,Gd,GLQ,944.0,136.0,1080.0,4,1128,1128,1.0,1,0,2,3.0,5,1,4.0,Attchd,1966.0,1.0,1.0,315.0,0,
1518,70.0,8267,Reg,NAmes,1Story,5,5,1958,1958,HdBoard,HdBoard,2,CBlock,2.0,No,Unf,0.0,1604.0,1604.0,3,1604,1604,0.0,2,0,4,2.0,8,0,,Attchd,1958.0,1.0,2.0,576.0,0,
1519,70.0,8197,Reg,NAmes,1Story,7,5,2003,2009,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,1188.0,292.0,1480.0,5,1480,1480,1.0,2,0,3,3.0,7,0,,Attchd,2003.0,2.0,2.0,620.0,73,
1520,,8050,IR1,NAmes,1Story,5,5,1959,1959,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,856.0,125.0,1143.0,3,1143,1143,1.0,1,0,3,2.0,6,0,,Attchd,1959.0,2.0,1.0,308.0,0,
1521,87.0,10725,IR1,NAmes,1Story,5,5,1959,1959,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,936.0,270.0,1206.0,2,1206,1206,0.0,1,0,3,2.0,6,0,,Attchd,1959.0,2.0,1.0,312.0,21,
1522,80.0,10032,Reg,NAmes,1Story,6,5,1959,1959,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Rec,734.0,510.0,1244.0,5,1580,1580,1.0,1,1,3,2.0,6,2,4.0,Attchd,1956.0,1.0,2.0,440.0,28,
1523,60.0,8382,Reg,NAmes,1.5Fin,4,5,1956,1956,MetalSd,MetalSd,2,CBlock,2.0,No,Unf,0.0,832.0,832.0,3,832,1337,0.0,1,0,3,2.0,5,0,,Attchd,1956.0,1.0,1.0,263.0,0,
1524,60.0,10950,Reg,NAmes,1Story,5,7,1952,1952,WdShing,Wd Shng,2,CBlock,2.0,No,BLQ,339.0,525.0,864.0,3,1064,1064,0.0,1,0,2,1.0,4,0,,Detchd,1952.0,1.0,1.0,318.0,0,
1525,119.0,10895,Reg,NAmes,1Story,5,6,1955,1955,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,648.0,324.0,972.0,3,972,972,0.0,1,0,3,2.0,5,0,,Attchd,1955.0,1.0,1.0,305.0,0,
1526,70.0,13587,Reg,NAmes,1Story,5,5,1958,1958,MetalSd,MetalSd,2,CBlock,2.0,Av,Rec,532.0,456.0,988.0,3,988,988,1.0,1,0,2,2.0,5,0,,Attchd,1958.0,1.0,1.0,264.0,0,
1527,65.0,7898,Reg,NAmes,1Story,4,7,1920,1994,MetalSd,MetalSd,2,BrkTil,2.0,No,Unf,0.0,576.0,576.0,4,985,985,0.0,1,0,2,2.0,4,0,,Detchd,1989.0,1.0,2.0,676.0,0,
1528,60.0,8064,Reg,NAmes,1.5Fin,6,8,1948,2004,WdShing,Wd Shng,2,CBlock,2.0,No,ALQ,481.0,161.0,816.0,3,816,1224,1.0,1,0,3,2.0,5,0,,Detchd,1950.0,1.0,1.0,280.0,0,
1529,81.0,7635,IR1,NAmes,1Story,5,6,1960,1960,BrkFace,Wd Sdng,2,CBlock,2.0,No,Rec,588.0,237.0,1175.0,5,1175,1175,0.0,1,1,3,2.0,6,0,,Detchd,1960.0,2.0,2.0,484.0,0,
1530,80.0,9760,Reg,NAmes,1Story,6,7,1963,1984,Wd Sdng,Wd Sdng,2,CBlock,2.0,Gd,BLQ,717.0,415.0,1395.0,3,1395,1395,1.0,1,0,2,2.0,7,1,3.0,Attchd,1963.0,2.0,2.0,440.0,0,
1531,60.0,4800,Reg,OldTown,1.5Fin,4,5,1900,1954,Wd Sdng,Wd Sdng,2,PConc,2.0,No,ALQ,48.0,661.0,709.0,3,1157,1844,1.0,1,0,3,2.0,9,2,4.0,Basment,1900.0,1.0,1.0,240.0,0,
1532,56.0,4485,Reg,OldTown,1Story,5,7,1920,1950,Wd Sdng,Wd Sdng,2,PConc,2.0,No,BLQ,579.0,357.0,936.0,3,936,936,1.0,1,0,2,2.0,5,1,4.0,,,,0.0,0.0,0,
1533,69.0,5805,Reg,OldTown,1Story,5,7,1957,1957,MetalSd,MetalSd,2,CBlock,2.0,Mn,BLQ,274.0,0.0,1347.0,4,1347,1347,1.0,1,0,3,3.0,6,0,,Detchd,1957.0,1.0,2.0,551.0,0,
1534,50.0,6900,Reg,OldTown,1.5Fin,6,7,1938,2000,MetalSd,MetalSd,2,PConc,3.0,No,Unf,0.0,827.0,827.0,4,827,1251,0.0,1,0,3,1.0,6,0,,Detchd,1938.0,1.0,1.0,240.0,0,
1535,69.0,11851,Reg,OldTown,1.5Fin,5,7,1948,2009,VinylSd,VinylSd,2,BrkTil,2.0,No,BLQ,780.0,247.0,1027.0,5,1027,1633,0.0,1,0,3,3.0,7,1,4.0,Detchd,1948.0,1.0,1.0,240.0,100,
1536,,8239,Reg,OldTown,1.5Fin,5,6,1920,1962,MetalSd,MetalSd,2,BrkTil,2.0,No,Rec,176.0,832.0,1008.0,3,1060,1245,0.0,1,0,3,2.0,6,0,,Detchd,1962.0,1.0,1.0,315.0,0,
1537,68.0,9656,Reg,OldTown,1Story,2,2,1923,1970,AsbShng,AsbShng,2,BrkTil,1.0,No,Unf,0.0,678.0,678.0,3,832,832,0.0,1,0,2,2.0,5,1,4.0,Detchd,1928.0,1.0,2.0,780.0,0,
1538,60.0,9600,Reg,OldTown,2Story,8,9,1900,2003,Wd Sdng,Wd Sdng,3,BrkTil,2.0,No,Unf,0.0,930.0,930.0,3,930,1566,0.0,2,0,3,3.0,7,0,,Detchd,1930.0,1.0,1.0,288.0,228,
1539,50.0,9000,Reg,OldTown,2Story,8,9,1890,2002,Wd Sdng,Wd Sdng,3,Stone,1.0,No,Unf,0.0,346.0,346.0,5,1157,2268,0.0,3,0,3,3.0,7,0,,Detchd,2003.0,1.0,2.0,624.0,108,
1540,100.0,9045,Reg,OldTown,2Story,5,3,1910,1950,MetalSd,MetalSd,2,BrkTil,2.0,Mn,Unf,0.0,840.0,840.0,2,1128,2256,0.0,2,0,4,1.0,12,0,,,,,0.0,0.0,18,
1541,60.0,10560,Reg,OldTown,2Story,6,7,1922,1994,Wd Sdng,Wd Sdng,2,CBlock,1.0,No,Rec,283.0,455.0,738.0,5,868,1470,0.0,1,1,2,2.0,6,0,,Detchd,1970.0,1.0,2.0,624.0,0,
1542,53.0,5830,Reg,BrkSide,1.5Fin,5,6,1950,1997,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,788.0,200.0,988.0,5,1030,1612,0.0,1,1,3,2.0,7,0,,Detchd,1950.0,1.0,1.0,363.0,0,
1543,,7793,IR1,BrkSide,2.5Unf,7,7,1922,2005,Wd Sdng,Wd Sdng,2,BrkTil,3.0,No,BLQ,474.0,634.0,1108.0,3,1160,2068,0.0,1,1,3,3.0,8,1,4.0,Detchd,1928.0,1.0,1.0,315.0,0,
1544,50.0,5000,Reg,BrkSide,1Story,4,7,1925,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,Rec,188.0,577.0,765.0,3,765,765,1.0,1,0,2,3.0,4,0,,Detchd,1926.0,1.0,1.0,200.0,0,
1545,50.0,6000,Reg,BrkSide,1.5Fin,6,7,1939,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,BLQ,452.0,144.0,608.0,3,608,1132,1.0,1,0,2,2.0,5,0,,Detchd,1939.0,1.0,1.0,240.0,0,
1546,50.0,6000,Reg,BrkSide,1.5Fin,6,6,1940,1950,MetalSd,MetalSd,2,CBlock,2.0,No,LwQ,264.0,308.0,572.0,5,848,1196,0.0,1,1,3,2.0,6,2,4.0,Detchd,1973.0,1.0,2.0,576.0,0,
1547,53.0,6360,Reg,BrkSide,1.5Fin,5,6,1942,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,360.0,316.0,835.0,3,955,1453,0.0,1,1,3,3.0,7,2,2.0,Detchd,1942.0,1.0,1.0,240.0,0,
1548,50.0,6000,Reg,BrkSide,1.5Fin,6,7,1948,1950,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Rec,300.0,480.0,780.0,3,780,1416,0.0,1,1,3,2.0,6,0,,Detchd,1948.0,1.0,1.0,312.0,0,
1549,52.0,6240,Reg,BrkSide,1.5Fin,5,7,1936,1980,VinylSd,VinylSd,2,CBlock,2.0,No,Rec,276.0,252.0,528.0,4,548,1040,0.0,1,0,2,2.0,5,0,,Detchd,1979.0,3.0,2.0,624.0,0,
1550,52.0,6240,Reg,BrkSide,1.5Fin,5,5,1930,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,LwQ,448.0,480.0,928.0,3,928,1536,0.0,2,0,4,2.0,7,1,4.0,Detchd,1930.0,1.0,2.0,480.0,10,
1551,51.0,6120,Reg,OldTown,1Story,6,5,1923,1950,Wd Sdng,Wd Sdng,2,BrkTil,1.0,No,ALQ,960.0,164.0,1124.0,3,1068,1068,1.0,1,0,2,2.0,5,1,4.0,Detchd,1923.0,1.0,1.0,288.0,0,
1552,57.0,8094,Reg,OldTown,1.5Fin,4,5,1915,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Unf,0.0,888.0,888.0,5,888,1962,0.0,1,1,4,2.0,9,1,3.0,Detchd,1915.0,1.0,2.0,572.0,0,
1553,60.0,12900,Reg,OldTown,2Story,6,8,1912,2009,Wd Sdng,Wd Sdng,3,PConc,2.0,No,Unf,0.0,780.0,780.0,5,780,1560,0.0,1,1,3,3.0,7,0,,,,,0.0,0.0,0,
1554,52.0,3068,Reg,OldTown,2Story,6,8,1920,1993,VinylSd,VinylSd,2,BrkTil,2.0,No,Unf,0.0,662.0,662.0,5,662,1324,0.0,1,0,3,2.0,6,0,,Detchd,1920.0,1.0,1.0,180.0,0,
1555,100.0,15263,IR1,ClearCr,1Story,5,5,1959,1959,HdBoard,HdBoard,2,CBlock,3.0,No,Rec,766.0,656.0,1422.0,4,1675,1675,0.0,2,0,3,2.0,8,2,4.0,Attchd,1959.0,1.0,1.0,365.0,132,
1556,72.0,10632,IR1,ClearCr,1.5Fin,5,3,1917,1950,Wd Sdng,Wd Sdng,2,BrkTil,3.0,No,Unf,0.0,689.0,689.0,4,725,1224,0.0,1,1,3,,6,0,,Detchd,1917.0,1.0,1.0,180.0,0,
1557,60.0,9900,Reg,SWISU,1.5Fin,5,4,1915,1950,Wd Sdng,Wd Shng,1,BrkTil,2.0,No,Rec,1026.0,186.0,1212.0,3,1212,1392,1.0,1,0,3,2.0,6,0,,,,,0.0,0.0,0,
1558,65.0,6001,IR1,SWISU,1.5Fin,6,5,1940,1950,VinylSd,VinylSd,2,CBlock,1.0,No,LwQ,368.0,232.0,600.0,5,600,919,0.0,1,0,3,2.0,5,0,,Detchd,1940.0,1.0,1.0,231.0,0,
1559,,6449,IR1,SWISU,2Story,4,1,1907,1950,Wd Sdng,Stucco,2,CBlock,2.0,No,Rec,73.0,634.0,707.0,3,942,1884,0.0,1,1,4,2.0,7,0,,,,,0.0,0.0,0,
1560,60.0,6048,Reg,SWISU,1.5Fin,5,7,1910,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,Mn,LwQ,736.0,120.0,856.0,4,936,1680,1.0,2,0,2,2.0,7,1,4.0,Detchd,1910.0,1.0,2.0,450.0,144,
1561,72.0,10773,Reg,Sawyer,1Story,4,3,1967,1967,Plywood,Plywood,1,CBlock,2.0,No,ALQ,704.0,1128.0,1832.0,3,1832,1832,2.0,2,0,4,2.0,8,0,,,,,0.0,0.0,58,
1562,65.0,7800,Reg,Sawyer,1Story,5,7,1966,2008,HdBoard,HdBoard,2,CBlock,2.0,Mn,BLQ,240.0,150.0,864.0,5,892,892,1.0,1,0,3,3.0,5,0,,Detchd,1966.0,1.0,1.0,416.0,0,
1563,65.0,7832,Reg,Sawyer,1Story,5,5,1968,1968,HdBoard,HdBoard,2,CBlock,2.0,No,GLQ,775.0,89.0,864.0,5,864,864,1.0,1,0,2,2.0,4,0,,Detchd,1969.0,1.0,1.0,280.0,0,
1564,,7424,IR1,Sawyer,SFoyer,5,5,1978,1978,Plywood,Plywood,2,CBlock,3.0,Av,GLQ,1319.0,0.0,1319.0,3,1373,1373,1.0,1,0,3,2.0,5,2,3.0,Attchd,1978.0,3.0,2.0,591.0,0,
1565,86.0,11227,Reg,Sawyer,2Story,5,5,1968,1968,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,267.0,0.0,720.0,5,720,1440,0.0,1,1,4,2.0,7,2,3.0,Attchd,1968.0,1.0,2.0,480.0,38,
1566,,20062,IR1,ClearCr,1Story,7,7,1977,2001,Wd Sdng,Wd Sdng,3,CBlock,3.0,Gd,ALQ,1092.0,328.0,1420.0,4,1483,1483,1.0,1,1,1,2.0,4,2,3.0,Attchd,1977.0,2.0,2.0,690.0,0,
1567,94.0,9259,Reg,Sawyer,1Story,4,4,1927,1950,Wd Sdng,Wd Sdng,2,BrkTil,1.0,No,Unf,0.0,660.0,660.0,3,756,756,0.0,1,0,2,2.0,4,0,,Detchd,1945.0,1.0,2.0,440.0,0,
1568,,17082,IR1,ClearCr,2Story,6,5,1978,1992,VinylSd,VinylSd,2,PConc,3.0,Av,ALQ,964.0,153.0,1117.0,5,1117,1981,1.0,2,1,4,3.0,8,1,3.0,Attchd,1978.0,3.0,2.0,522.0,104,
1569,124.0,18600,Reg,Edwards,1.5Fin,3,4,1938,1990,Wd Sdng,Wd Sdng,2,CBlock,2.0,Mn,BLQ,288.0,0.0,972.0,3,1052,1610,0.0,2,0,4,1.0,8,1,4.0,Attchd,1938.0,2.0,1.0,480.0,0,
1570,65.0,11479,Reg,Edwards,1Story,6,7,1950,1987,Wd Sdng,Plywood,2,CBlock,2.0,No,GLQ,104.0,172.0,663.0,5,1074,1074,1.0,1,0,3,3.0,6,1,3.0,Attchd,1987.0,1.0,1.0,467.0,52,
1571,50.0,9350,Reg,Edwards,1.5Fin,4,6,1947,1979,WdShing,Wd Shng,2,CBlock,2.0,No,LwQ,192.0,564.0,756.0,5,1169,1531,0.0,1,0,3,2.0,8,1,3.0,Detchd,1947.0,1.0,1.0,209.0,0,
1572,75.0,9525,Reg,Edwards,1Story,5,7,1954,1998,WdShing,Wd Shng,2,CBlock,2.0,Av,BLQ,954.0,218.0,1172.0,3,1172,1172,1.0,1,0,3,2.0,5,0,,Attchd,1954.0,3.0,1.0,366.0,0,
1573,44.0,17485,IR2,Edwards,1Story,7,5,2009,2010,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,1346.0,162.0,1508.0,5,1508,1508,1.0,1,0,1,3.0,5,2,3.0,Attchd,2009.0,2.0,2.0,572.0,0,
1574,,11200,IR1,Edwards,1Story,5,3,1964,1964,Wd Sdng,Wd Sdng,2,CBlock,2.0,Mn,Unf,0.0,1250.0,1250.0,5,1298,1298,0.0,2,0,3,2.0,5,0,,Detchd,1964.0,1.0,2.0,504.0,144,
1575,83.0,11980,Reg,SawyerW,1Story,7,5,1987,1987,Plywood,Plywood,3,CBlock,3.0,Gd,GLQ,1433.0,0.0,1433.0,5,1433,1433,1.0,1,1,1,3.0,4,2,3.0,Attchd,1987.0,2.0,2.0,528.0,278,
1576,87.0,12361,IR1,SawyerW,2Story,6,7,1993,1993,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,860.0,86.0,946.0,5,964,1802,0.0,2,1,3,3.0,8,1,4.0,2Types,2000.0,2.0,4.0,1017.0,92,
1577,64.0,7360,Reg,CollgCr,1Story,7,5,2010,2010,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,24.0,1198.0,1222.0,5,1222,1222,0.0,2,0,2,3.0,6,0,,Attchd,2009.0,2.0,2.0,615.0,54,
1578,82.0,14235,IR1,SawyerW,1.5Fin,6,8,1900,1993,Wd Sdng,Plywood,2,PConc,1.0,No,Unf,0.0,676.0,676.0,3,831,1445,0.0,2,0,3,2.0,6,0,,Detchd,1957.0,1.0,2.0,484.0,59,
1579,82.0,11105,Reg,CollgCr,SFoyer,5,5,1996,1996,VinylSd,VinylSd,2,PConc,3.0,Av,GLQ,870.0,0.0,870.0,4,965,965,1.0,1,0,2,2.0,4,0,,Attchd,1998.0,1.0,2.0,580.0,0,
1580,,9337,IR1,CollgCr,2Story,7,5,1997,1998,VinylSd,VinylSd,2,PConc,3.0,No,ALQ,353.0,525.0,878.0,5,892,1692,0.0,2,1,3,2.0,8,1,3.0,Attchd,1997.0,2.0,2.0,513.0,39,
1581,38.0,15240,IR1,CollgCr,1Story,5,8,1977,2004,CemntBd,CmentBd,3,CBlock,3.0,No,GLQ,198.0,140.0,1026.0,5,1026,1026,1.0,1,1,3,2.0,5,0,,Attchd,1977.0,1.0,1.0,308.0,85,
1582,68.0,7480,Reg,CollgCr,1Story,5,6,1972,1972,Wd Sdng,Wd Sdng,2,CBlock,2.0,Av,ALQ,480.0,396.0,876.0,3,876,876,1.0,1,0,3,2.0,5,0,,Detchd,1977.0,1.0,2.0,484.0,0,
1583,80.0,10389,Reg,CollgCr,1Story,8,5,2003,2003,CemntBd,CmentBd,3,PConc,3.0,No,GLQ,1682.0,296.0,1978.0,5,1978,1978,1.0,2,1,3,3.0,8,1,4.0,Attchd,2003.0,2.0,3.0,850.0,25,
1584,75.0,9375,Reg,CollgCr,2Story,7,5,1997,1997,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1040.0,1040.0,5,1044,2098,0.0,2,1,4,3.0,9,1,3.0,Attchd,1997.0,3.0,2.0,621.0,38,
1585,,4435,Reg,CollgCr,1Story,6,5,2003,2003,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,672.0,176.0,848.0,5,848,848,1.0,1,0,1,3.0,4,0,,Attchd,2003.0,3.0,2.0,420.0,0,
1586,67.0,8777,Reg,Edwards,1Story,3,6,1945,2007,VinylSd,VinylSd,2,CBlock,,,,0.0,0.0,0.0,3,640,640,0.0,1,0,2,2.0,5,0,,Detchd,1945.0,1.0,1.0,240.0,0,
1587,68.0,8842,Reg,Edwards,1Story,5,6,1954,1954,VinylSd,VinylSd,2,CBlock,1.0,No,Unf,0.0,381.0,381.0,5,992,992,0.0,1,0,3,2.0,6,0,,Detchd,1954.0,1.0,1.0,319.0,0,
1588,60.0,10044,IR1,Edwards,1Story,5,6,1968,1968,MetalSd,MetalSd,2,CBlock,3.0,Gd,ALQ,1070.0,126.0,1196.0,3,1196,1196,1.0,1,0,3,2.0,6,0,,Attchd,1968.0,2.0,1.0,336.0,0,
1589,89.0,11792,Reg,Edwards,1.5Fin,4,5,1948,1950,VinylSd,VinylSd,2,CBlock,2.0,No,Unf,0.0,744.0,744.0,5,792,1120,0.0,1,0,2,1.0,5,0,,Detchd,1956.0,1.0,2.0,480.0,0,
1590,65.0,6305,Reg,Edwards,SLvl,6,6,1975,1975,Plywood,Plywood,2,CBlock,2.0,Av,ALQ,528.0,480.0,1008.0,3,1096,1096,1.0,1,0,3,2.0,5,1,2.0,Detchd,1975.0,1.0,1.0,352.0,0,
1591,64.0,6410,Reg,Edwards,1Story,4,5,1958,1958,WdShing,Wd Shng,2,CBlock,2.0,No,Unf,0.0,960.0,960.0,5,960,960,0.0,1,0,3,2.0,5,0,,,,,0.0,0.0,0,
1592,67.0,4853,Reg,SWISU,1Story,5,6,1924,1999,MetalSd,VinylSd,2,BrkTil,2.0,Mn,Rec,133.0,974.0,1107.0,2,1296,1296,0.0,2,0,2,1.0,5,1,4.0,Detchd,1979.0,1.0,1.0,260.0,0,
1593,,7890,Reg,SWISU,1Story,6,6,1939,1950,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Rec,238.0,618.0,856.0,3,856,856,1.0,1,0,2,2.0,4,1,4.0,Detchd,1939.0,1.0,2.0,399.0,0,
1594,60.0,7200,Reg,SWISU,2Story,4,6,1967,1967,Plywood,CBlock,2,Slab,,,,0.0,0.0,0.0,3,862,2650,0.0,3,0,6,2.0,10,0,,,,,0.0,0.0,0,
1595,51.0,9839,Reg,SWISU,1.5Fin,5,2,1931,1950,VinylSd,VinylSd,2,PConc,2.0,No,Unf,0.0,894.0,894.0,5,894,1666,1.0,1,0,3,2.0,7,1,4.0,,,,0.0,0.0,156,
1596,78.0,10452,IR1,Crawfor,1.5Fin,7,6,1941,1985,Wd Sdng,Wd Sdng,3,BrkTil,3.0,No,ALQ,426.0,850.0,1528.0,5,1225,2133,1.0,1,1,4,2.0,8,2,3.0,Attchd,1941.0,1.0,1.0,312.0,0,
1597,78.0,15600,Reg,Crawfor,2Story,5,6,1950,1991,VinylSd,VinylSd,2,CBlock,2.0,No,ALQ,375.0,657.0,1032.0,5,1102,2177,0.0,2,1,5,2.0,11,0,,Detchd,1950.0,1.0,2.0,484.0,0,
1598,85.0,19645,IR1,Crawfor,SLvl,7,6,1994,2007,VinylSd,VinylSd,2,PConc,3.0,No,GLQ,343.0,80.0,423.0,5,896,1652,1.0,2,1,3,3.0,6,0,,BuiltIn,1994.0,2.0,2.0,473.0,0,
1599,35.0,3907,IR1,Blueste,1Story,8,6,1989,1989,HdBoard,HdBoard,3,CBlock,3.0,Gd,GLQ,747.0,235.0,982.0,4,1034,1034,1.0,1,0,1,3.0,4,1,3.0,Attchd,1989.0,3.0,2.0,598.0,36,
1600,35.0,3907,IR1,Blueste,1Story,8,5,1989,1989,HdBoard,HdBoard,3,CBlock,3.0,Av,GLQ,76.0,1115.0,1191.0,4,1191,1191,0.0,2,0,2,3.0,5,1,3.0,Attchd,1989.0,1.0,2.0,531.0,81,
1601,58.0,8154,Reg,IDOTRR,1Story,2,5,1941,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,BLQ,480.0,0.0,480.0,3,540,540,0.0,1,0,1,2.0,4,0,,Detchd,1951.0,1.0,1.0,200.0,0,
1602,50.0,9140,Reg,IDOTRR,1.5Fin,6,5,1921,1975,Wd Sdng,Wd Sdng,2,BrkTil,2.0,Mn,BLQ,308.0,321.0,629.0,2,727,1107,0.0,1,0,2,2.0,5,0,,Detchd,1950.0,1.0,1.0,625.0,56,
1603,66.0,8712,Reg,IDOTRR,1Story,4,7,1896,1950,Wd Sdng,Wd Sdng,1,CBlock,2.0,No,Unf,0.0,756.0,756.0,4,952,952,0.0,1,0,3,2.0,5,0,,Detchd,1896.0,2.0,1.0,330.0,0,
1604,44.0,3811,IR1,Crawfor,1Story,8,5,2004,2005,CemntBd,CmentBd,3,PConc,4.0,Gd,GLQ,1373.0,221.0,1594.0,5,1646,1646,1.0,2,0,2,3.0,5,1,4.0,Attchd,2004.0,3.0,2.0,525.0,53,
1605,85.0,11050,Reg,Mitchel,2Story,8,5,1998,1999,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,615.0,434.0,1049.0,5,1036,1916,1.0,2,1,3,3.0,8,1,3.0,Attchd,1998.0,1.0,3.0,741.0,70,
1606,74.0,9620,Reg,Mitchel,SLvl,6,7,1977,1977,Plywood,Plywood,2,CBlock,2.0,No,ALQ,679.0,564.0,1243.0,3,1285,1285,0.0,2,0,3,3.0,6,1,2.0,Attchd,1977.0,1.0,2.0,473.0,26,
1607,,12760,IR1,Mitchel,1Story,6,5,1976,1976,Plywood,Plywood,2,CBlock,2.0,No,Unf,0.0,1958.0,1958.0,3,2048,2048,0.0,3,0,5,2.0,9,0,,2Types,1976.0,1.0,2.0,776.0,0,
1608,88.0,11896,IR1,Timber,1Story,7,5,2008,2008,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,78.0,1258.0,1336.0,5,1346,1346,1.0,2,0,3,3.0,6,1,3.0,Attchd,2008.0,3.0,3.0,660.0,48,
1609,73.0,9803,Reg,Timber,1Story,7,5,2009,2010,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1214.0,1214.0,5,1214,1214,0.0,2,0,2,3.0,6,0,,Attchd,2010.0,2.0,2.0,520.0,25,
1610,73.0,9802,Reg,Timber,2Story,5,5,2006,2007,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,384.0,384.0,4,744,1444,0.0,2,1,3,2.0,7,0,,BuiltIn,2007.0,3.0,2.0,400.0,0,
1611,85.0,15300,Reg,Mitchel,1Story,5,5,1965,1977,Plywood,HdBoard,2,CBlock,2.0,No,Rec,42.0,1026.0,1068.0,3,1264,1264,1.0,1,0,2,2.0,7,1,3.0,Attchd,1965.0,1.0,2.0,528.0,0,
1612,93.0,10114,Reg,Mitchel,1Story,5,5,2004,2005,VinylSd,VinylSd,2,PConc,4.0,Av,Unf,0.0,1430.0,1430.0,5,1430,1430,0.0,2,0,3,3.0,7,0,,Attchd,2004.0,2.0,2.0,624.0,0,
1613,,11875,Reg,Mitchel,1Story,5,5,1999,1999,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1344.0,1344.0,5,1344,1344,0.0,2,0,3,2.0,7,1,4.0,Attchd,2001.0,1.0,2.0,686.0,0,
1614,31.0,2394,Reg,MeadowV,1Story,5,6,1973,1973,CemntBd,CmentBd,2,CBlock,3.0,Gd,GLQ,915.0,30.0,945.0,5,945,945,1.0,1,0,2,2.0,5,1,1.0,Attchd,1973.0,2.0,1.0,253.0,0,
1615,21.0,1476,Reg,MeadowV,2Story,4,7,1970,1970,CemntBd,CmentBd,2,CBlock,2.0,No,GLQ,176.0,370.0,546.0,5,546,1092,0.0,1,1,3,2.0,5,0,,,,,0.0,0.0,26,
